name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Shewanella sedimentimangrovi	2814293	species	4242357	4	1	0.0
Shewanella avicenniae	2814294	species	4201682	2	2	0.0
Pseudophaeobacter sp. TrK17	2815167	species	5049099	1	1	0.0
Geobacter benzoatilyticus	2815309	species	3583698	1	1	0.0
Nitrogeniibacter aestuarii	2815343	species	4745026	1	1	0.0
Leclercia pneumoniae	2815358	species	13476414	9	2	0.0
Rhizobium sp. X9	2815360	species	5860612	3	2	0.0
Alkalibacter rhizosphaerae	2815577	species	2449552	5	4	0.0
Pseudomonas germanica	2815720	species	13244397	6	1	0.0
Pseudomonas sp. PP3	2815936	species	6421237	1	0	0.0
Rahnella bonaserana	2816248	species	4940243	1	1	0.0
Flavobacterium endoglycinae	2816357	species	5513159	22	13	0.0
Aureimonas sp. OT7	2816454	species	4181223	3	1	0.0
Haloterrigena alkaliphila	2816475	species	4270687	1	1	0.0
Bangali torovirus	2816848	leaf	28850	1	0	0.0
Arthrobacter sunyaminii	2816859	species	3914265	3	1	0.0
Pseudomonas sp. BYT-1	2816906	species	5946083	1	0	0.0
Sedimentibacter sp. zth1	2816908	species	3133930	23	16	0.0
Lactococcus sp. LG1074	2816909	species	2082475	3	0	0.0
Lactococcus sp. LG592	2816911	species	2162438	1	0	0.0
Lactococcus sp. LG606	2816912	species	2318463	4	2	0.0
Ottowia testudinis	2816950	species	4320685	2	1	0.0
Cellulomonas wangleii	2816956	species	4076825	2	1	0.0
Vibrio sp. ABG19	2817385	species	4690885	4	2	0.0
Arthrobacter jiangjiafuii	2817475	species	3593579	3	2	0.0
Bacillus paramobilis	2817477	species	10982473	47	31	0.0
Marinobacter sp. CA1	2817656	species	4721802	2	2	0.0
Gilliamella sp. B3022	2817969	species	2599312	15	10	0.0
Bobaya virus	2818228	leaf	12536	1	0	0.0
Sulfidibacter corallicola	2818388	species	11786365	9	3	0.0
Sporosarcina sp. Te-1	2818390	species	4297762	3	3	0.0
Polaribacter cellanae	2818493	species	4143164	22	12	0.0
Myxococcota	2818505	phylum	0	1	0	0.0
Vibrio sp. SCSIO 43135	2819096	species	4979307	2	2	0.0
Vibrio sp. SCSIO 43145	2819097	species	4910167	2	0	0.0
Vibrio sp. SCSIO 43153	2819098	species	5375031	5	0	0.0
Vibrio sp. SCSIO 43140	2819100	species	5921869	3	2	0.0
Vibrio sp. SCSIO 43136	2819101	species	4974925	6	5	0.0
Vibrio sp. SCSIO 43139	2819102	species	5023509	2	0	0.0
Vibrio sp. SCSIO 43009	2819103	species	5366162	4	0	0.0
Vibrio sp. SCSIO 43097	2819104	species	5240591	5	1	0.0
Pengzhenrongella sicca	2819238	species	4395128	2	1	0.0
Acidihalobacter yilgarnensis	2819280	species	3566941	2	1	0.0
Luteolibacter sp. LG18	2819286	species	5803342	2	0	0.0
Bacillus arachidis	2819290	species	5218944	20	9	0.0
Streptococcus toyakuensis	2819619	species	2055023	1	1	0.0
Cellulomonas dongxiuzhuiae	2819979	species	3980357	3	1	0.0
Rhizobium sp. B21/90	2819993	species	6557255	2	0	0.0
Rhizobium sp. B230/85	2819994	species	6172967	1	0	0.0
Rhizobium sp. K15/93	2819996	species	6660338	2	0	0.0
Rhizobium sp. K1/93	2819997	species	6660163	2	0	0.0
Agrobacterium sp. S7/73	2820002	species	6359424	1	0	0.0
Candidatus Kaistella beijingensis	2820270	species	2816191	8	4	0.0
Candidatus Arcticimaribacter forsetii	2820661	species	2034069	5	3	0.0
Psychrosphaera ytuae	2820710	species	3331814	1	1	0.0
Lysobacter sp. K5869	2820808	species	5968034	2	1	0.0
Aggregatibacter sp. 2125159857	2820817	species	1999512	2	0	0.0
Spiractinospora alimapuensis	2820884	species	5864354	3	1	0.0
Brucella sp. 458	2821140	species	3316585	1	1	0.0
Chloracidobacterium sp. D	2821536	species	3635588	1	0	0.0
Chloracidobacterium sp. MS 40/45	2821542	strain	3662232	1	0	0.0
Chloracidobacterium validum	2821543	species	3659143	1	1	0.0
Methanococcoides orientis	2822137	species	2494162	10	4	0.0
Metapseudomonas boanensis	2822138	species	5719356	2	1	0.0
Lysobacter luteus	2822368	species	2768593	1	1	0.0
Rhodoferax sp. PAMC 29310	2822760	species	4593249	4	2	0.0
Methylovirgula sp. HY1	2822761	species	3736643	1	0	0.0
Pseudoalteromonas sp. SCSIO 43201	2822842	species	5177910	7	3	0.0
Vibrio sp. SCSIO 43186	2822843	species	5023509	2	0	0.0
Ferrimonas sp. SCSIO 43195	2822844	species	4795900	5	4	0.0
Pseudoalteromonas sp. SCSIO 43088	2822846	species	4801583	9	5	0.0
Pseudoalteromonas sp. SCSIO 43101	2822847	species	4546505	4	2	0.0
Roseovarius sp. SCSIO 43702	2823043	species	3612261	2	2	0.0
Brevibacterium sp. W7.2	2823518	species	3861567	1	0	0.0
Phenylobacterium montanum	2823693	species	5649484	7	4	0.0
Bradyrhizobium barranii subsp. barranii	2823807	subspecies	22873678	1	1	0.0
Pseudomonas sp. Tri1	2823875	species	6707950	3	0	0.0
Candidatus Thiothrix anitrata	2823902	species	3546315	2	0	0.0
Paenibacillus sp. S02	2823904	species	6060529	5	2	0.0
Paenibacillus sp. S25	2823905	species	5958851	4	2	0.0
Luteolibacter ambystomatis	2824561	species	5321988	2	2	0.0
Stygiolobus caldivivus	2824673	species	2958410	8	4	0.0
Heyndrickxia faecalis	2824910	species	3521380	5	1	0.0
Streptomyces sp. Go40/10	2825844	species	9635564	4	3	0.0
Chryseobacterium sp. PCH239	2825845	species	5098806	20	15	0.0
Aureimonas sp. SA4125	2826993	species	5099843	1	1	0.0
Pasteurella atlantica	2827233	species	4525327	13	5	0.0
Thermospira aquatica	2828656	species	2515453	4	4	0.0
Providencia sp. R33	2828763	species	4872468	8	6	0.0
Arthrobacter sp. Helios	2828862	species	3895998	3	2	0.0
Psychrobacillus sp. INOP01	2829187	species	4301978	15	10	0.0
Erythrobacter sp. JK5	2829500	species	3340457	2	2	0.0
Photobacterium sp. GJ3	2829502	species	5310201	6	5	0.0
Bacterioplanoides sp. SCSIO 12839	2829569	species	3904512	2	1	0.0
Kordiimonas sp. SCSIO 12603	2829596	species	3850845	2	2	0.0
Kordiimonas sp. SCSIO 12610	2829597	species	3501651	4	4	0.0
Parvicella tangerina	2829795	species	3980026	9	5	0.0
Proteiniphilum propionicum	2829812	species	3906720	7	6	0.0
Exiguobacterium sp. PFWT01	2829816	species	2975424	3	0	0.0
Klebsiella sp. P1954	2829835	species	5650766	1	0	0.0
Sphingopyxis sp. USTB-05	2830667	species	4679489	2	2	0.0
Flavobacterium okayamense	2830782	species	2781077	21	15	0.0
Halopseudomonas nanhaiensis	2830842	species	3653147	2	2	0.0
Arthrobacter sp. StoSoilA2	2830990	species	4934451	1	0	0.0
Arthrobacter sp. StoSoilB5	2830992	species	5299525	1	1	0.0
Arthrobacter sp. StoSoilB13	2830993	species	4956288	1	0	0.0
Arthrobacter sp. StoSoilB19	2830994	species	4370703	1	0	0.0
Arthrobacter sp. StoSoilB22	2830996	species	4554426	2	1	0.0
Arthrobacter sp. NicSoilB8	2830998	species	5171632	1	0	0.0
Arthrobacter sp. NicSoilB11	2830999	species	4653565	1	0	0.0
Arthrobacter sp. NicSoilC5	2831000	species	4691366	3	2	0.0
Devosiaceae	2831106	family	0	1	0	0.0
Paraneptunicella aestuarii	2831148	species	4913533	4	3	0.0
Streptomyces sp. V17-9	2831149	species	8151966	5	1	0.0
Bacillus sp. FS02	2831519	species	3773439	5	0	0.0
Gordonia pseudamarae	2831662	species	10453285	2	0	0.0
Virgibacillus sp. NKC19-16	2831673	species	3829764	8	5	0.0
Bradyrhizobium sp. sBnM-33	2831780	species	9184954	2	1	0.0
Enterobacter sp. JBIWA003	2831890	species	5471029	3	1	0.0
Enterobacter sp. JBIWA008	2831892	species	5080097	1	1	0.0
Serratia sp. JSRIV001	2831893	species	5978719	3	1	0.0
Serratia sp. JSRIV002	2831894	species	6384123	3	0	0.0
Serratia sp. JSRIV004	2831895	species	6188426	1	0	0.0
Serratia sp. JSRIV006	2831896	species	5896793	3	0	0.0
Ruminococcus sp. FMBCY1	2831966	species	2375995	5	4	0.0
Myxococcus sp. SDU36	2831967	species	9016985	7	4	0.0
Nocardiopsis akebiae	2831968	species	6602217	2	1	0.0
Nocardiopsis changdeensis	2831969	species	7395646	9	0	0.0
Arthrobacter phage Amyev	2832315	leaf	44284	1	1	0.0
Halomonas sp. FeN2	2832500	species	4793405	2	1	0.0
Streptomyces sp. MST-110588	2833628	species	7915503	5	1	0.0
Methanospirillum sp. J.3.6.1-F.2.7.3	2834276	species	3524547	8	2	0.0
Pseudomonas sp. RC3H12	2834406	species	5760142	1	0	0.0
Allobaculum mucilyticum	2834459	species	3144153	4	3	0.0
Pseudochrobactrum algeriensis	2834768	species	11972141	17	0	0.0
Klebsiella sp. A52	2834819	species	5079954	3	0	0.0
Bdellovibrio reynosensis	2835041	species	3582323	10	5	0.0
Streptomyces sp. EMB24	2835531	species	7252958	11	2	0.0
Hymenobacter sp. BT18	2835648	species	4690582	4	3	0.0
Polymorphobacter megasporae	2835787	species	4894723	1	1	0.0
Paenibacillus sp. 481	2835869	species	5693878	8	6	0.0
Leptodesmis sichuanensis A121	2835870	strain	5348817	7	3	0.0
Enterobacter sp. SGAir0187	2836161	species	4826853	3	1	0.0
Acinetobacter sp. BHS4	2836181	species	3901980	3	0	0.0
Actinoplanes sp. L3-i22	2836373	species	12014766	10	6	0.0
Heyndrickxia	2837504	genus	0	2	0	0.0
Niallia	2837506	genus	0	1	0	0.0
Streptomyces koelreuteriae	2838015	species	17232908	7	0	0.0
Flavihumibacter rivuli	2838156	species	4297234	4	3	0.0
Flavihumibacter fluvii	2838157	species	5001887	9	7	0.0
Streptomyces sp. 135	2838850	species	8832922	1	0	0.0
Chryseobacterium sp. ZHDP1	2838877	species	4917748	21	6	0.0
Methylobacter sp. S3L5C	2839024	species	4815745	5	2	0.0
Arthrobacter sp. K5	2839623	species	5227875	2	2	0.0
Pseudoalteromonas sp. SiA1	2839744	species	4070638	3	0	0.0
Enterococcus innesii	2839759	species	3598496	4	0	0.0
Cupriavidus sp. EM10	2839983	species	6658510	3	1	0.0
Naldaviricetes	2840056	class	0	1	0	0.0
Lefavirales	2840070	order	0	1	0	0.0
Campylobacter sp. 19-13652	2840180	species	1837327	7	4	0.0
Gemella sp. zg-570	2840371	species	1558665	27	14	0.0
Streptomyces sp. YPW6	2840373	species	7695589	1	1	0.0
Mycoavidus sp. HKI	2840467	species	2254889	1	1	0.0
Asticcacaulis sp. AND118	2840468	species	4053310	1	1	0.0
Bradyrhizobium sediminis	2840469	species	16482652	3	2	0.0
Gemmobacter fulvus	2840474	species	4677627	3	3	0.0
Pseudomonas sp. SK2	2841063	species	5455489	2	1	0.0
Pseudomonas sp. SK3(2021)	2841064	species	6488895	1	0	0.0
Halapricum desulfuricans	2841257	species	11792647	1	1	0.0
Candidatus Minimicrobia vallesae	2841264	species	706973	2	1	0.0
Christensenella sp. MSJ-20	2841518	species	1879219	1	1	0.0
Eubacterium sp. MSJ-33	2841528	species	2908239	5	3	0.0
Curtobacterium sp. L6-1	2841594	species	3402814	2	1	0.0
Tokiviricetes	2841637	class	0	1	0	0.0
Bacillus sp. ZHX3	2841656	species	4203149	1	0	0.0
Vibrio ostreae	2841925	species	4807684	2	0	0.0
Pseudomonas siliginis	2842346	species	41894946	28	1	0.0
Pseudomonas alvandae	2842348	species	12776590	3	1	0.0
Pseudomonas asgharzadehiana	2842349	species	6107031	1	0	0.0
Pseudomonas azerbaijanorientalis	2842350	species	6228218	1	1	0.0
Pseudomonas khavaziana	2842351	species	6340526	1	0	0.0
Pseudomonas maumuensis	2842354	species	5758328	2	0	0.0
Pseudomonas fakonensis	2842355	species	6147080	3	1	0.0
Pseudomonas xanthosomatis	2842356	species	12645646	4	2	0.0
Pseudomonas muyukensis	2842357	species	5527654	1	0	0.0
Amycolatopsis aidingensis	2842453	species	7657695	4	4	0.0
Ralstonia wenshanensis	2842456	species	5310536	1	0	0.0
Bacillus sp. JNUCC-22	2842457	species	3949366	1	0	0.0
Miltoncostaea marina	2843215	species	3370274	6	5	0.0
Miltoncostaea oceani	2843216	species	4542116	2	2	0.0
Burkholderia semiarida	2843303	species	7581782	1	0	0.0
Clostridium sp. CF011	2843318	species	4063009	18	3	0.0
Elioraea tepida	2843330	species	3367643	5	2	0.0
Shirahamavirus	2843456	genus	0	1	0	0.0
Oslovirus ArgO145	2844184	species	0	1	0	0.0
Tequatrovirus efftwo	2844193	species	0	1	0	0.0
Radiobacillus kanasensis	2844358	species	4031766	9	6	0.0
Collinsella sp. zg1085	2844380	species	1720218	1	1	0.0
Pasteurella sp. XG20	2844383	species	2287254	5	0	0.0
Emaravirus ziziphi	2845033	species	0	1	0	0.0
Pleetrevirus PLE3	2845141	species	0	1	0	0.0
Pleetrevirus iLp84	2845146	species	0	1	0	0.0
Treponemataceae	2845253	family	0	1	0	0.0
Flavobacterium sp. CECT 9288	2845819	species	3700464	16	9	0.0
Subtercola sp. PAMC28395	2846775	species	3214492	1	1	0.0
Bacillus sp. NP247	2846779	species	5280486	9	0	0.0
Escherichia phage 4A7	2847059	leaf	49168	1	0	0.0
Escherichia phage fd	2847073	leaf	6408	1	1	0.0
Atribacter laminatus	2847778	species	3101225	8	6	0.0
Geomonas subterranea	2847989	species	9983507	5	2	0.0
Geomonas nitrogeniifigens	2847991	species	9590657	2	0	0.0
Geomonas oryzisoli	2847992	species	4846465	4	4	0.0
Escherichia coli O158:H23	2848144	leaf	5191720	1	1	0.0
Escherichia coli O170:H18	2848145	leaf	5041163	1	0	0.0
Trichechus manatus latirostris papillomavirus 4	2848317	leaf	7771	1	1	0.0
Nocardioides panacis	2849501	species	4901775	2	1	0.0
Helicobacter sp. NHP19-003	2849641	species	1610826	3	1	0.0
Helicobacter sp. NHP19-012	2849642	species	1612665	3	2	0.0
Chitinophaga pendula	2849666	species	7663439	17	12	0.0
Clostridioides phage phiC2	2849703	leaf	56538	2	0	0.0
Daphnia iridescent virus 1	2849721	leaf	288858	1	1	0.0
Aquihabitans sp. G128	2849779	species	4938963	2	2	0.0
Clostridium sp. CM027	2849865	species	3930106	29	11	0.0
Terribacillus sp. DMT04	2850441	species	3519889	7	6	0.0
Pseudomonas sp. HS6	2850559	species	6547752	3	1	0.0
Streptomyces sp. HNA39	2850561	species	7351753	3	1	0.0
Wolbachia endosymbiont of Anurida maritima	2850562	species	1375523	4	2	0.0
Bacillus sp. 7D3	2851015	species	3812926	1	0	0.0
Klebsiella sp. PL-2018	2851540	species	6225264	4	3	0.0
Modestobacter sp. L9-4	2851567	species	4224113	3	3	0.0
Clostridium sp. CM028	2851575	species	3778256	18	1	0.0
Pseudarthrobacter sp. L1SW	2851598	species	4096555	5	2	0.0
Kaistella faecalis	2852098	species	2658494	6	4	0.0
Vreelandella profundi	2852117	species	3643760	1	0	0.0
Pseudomonas pergaminensis	2853159	species	6609381	2	0	0.0
Comamonas sp. NLF-1-9	2853163	species	3032465	2	0	0.0
Allobaculum sp. Allo2	2853432	species	2728410	4	4	0.0
Sphingobacterium sp. E70	2853439	species	6287972	16	10	0.0
Nitratireductor rhodophyticola	2854036	species	8796049	4	1	0.0
Halomonas sp. SS10-MC5	2854257	species	4441120	2	0	0.0
Porphyrobacter sp. ULC335	2854260	species	3618402	1	1	0.0
Burkholderia sp. EMB26	2854261	species	7543458	1	0	0.0
Bradyrhizobium prioriisuperbiae	2854389	species	9083454	2	2	0.0
Escherichia coli O78:H4	2854732	leaf	21181149	1	0	0.0
Crassaminicella indica	2855394	species	2756133	21	13	0.0
Streptomyces sp. WY228	2855836	species	8286721	5	2	0.0
Polaribacter sp. NJDZ03	2855841	species	4078668	22	12	0.0
Flavobacterium litorale	2856519	species	2725095	2	1	0.0
Chryseobacterium sp. D764	2856522	species	4921682	16	6	0.0
Pedobacter sp. D749	2856523	species	5843246	12	7	0.0
Micrococcus porci	2856555	species	2648900	1	1	0.0
Pseudomonas sp. HD6515	2856556	species	6666046	4	1	0.0
Rickettsiella endosymbiont of Dermanyssus gallinae	2856608	species	1888715	6	4	0.0
Roseibium algicola	2857014	species	6650994	1	1	0.0
Mycobacterium sp. SMC-2	2857058	species	6027766	38	0	0.0
Mycobacterium sp. SMC-4	2857059	species	5936685	1	1	0.0
Pseudemcibacter aquimaris	2857064	species	3369470	5	3	0.0
Paenibacillus sp. R14(2021)	2859228	species	5984926	2	2	0.0
Gloeocapsopsis dulcis	2859516	species	5618434	1	1	0.0
Echinicola marina	2859768	species	5693670	12	8	0.0
Stenotrophomonas riyadhensis	2859893	species	4703182	2	1	0.0
Blautia sp. KLE_1732_HM_1032	2860051	species	3732965	10	0	0.0
Methylococcus sp. Mc7	2860258	species	4003396	1	0	0.0
Clavibacter sp. A6099	2860285	species	3325806	4	3	0.0
Achromobacter sp. ES-001	2860286	species	6544928	3	0	0.0
Devosia salina	2860336	species	4296375	2	2	0.0
Arthrobacter sp. PAMC25284	2861279	species	3883676	1	1	0.0
Microbacterium sp. PAMC21962	2861280	species	3509180	2	1	0.0
Microbacterium sp. PAMC22086	2861281	species	3311678	1	0	0.0
Massilia sp. PAMC28688	2861283	species	5455977	2	0	0.0
Janthinobacterium sp. PAMC25594	2861284	species	6549160	1	1	0.0
Brevundimonas sp. PAMC22021	2861285	species	2915592	1	1	0.0
Cryobacterium sp. PAMC25264	2861288	species	4064970	1	0	0.0
Amycolatopsis sp. TNS106	2861750	species	8895521	1	0	0.0
Dyadobacter sp. NIV53	2861765	species	7600057	21	19	0.0
Pseudomonas sp. YeP6b	2861775	species	6664416	3	2	0.0
Paraburkholderia edwinii	2861782	species	8298884	7	4	0.0
Escherichia coli O141:H4	2861806	leaf	5676370	1	0	0.0
Polymorphobacter sp. PAMC 29334	2862331	species	4795028	2	1	0.0
Dactylosporangium sp. AC04546	2862460	species	13083175	6	4	0.0
Paracrocinitomix mangrovi	2862509	species	4365762	11	7	0.0
Salinarchaeum sp. IM2453	2862870	species	2656678	2	1	0.0
Curtobacterium sp. TC1	2862880	species	4160677	2	2	0.0
Pseudomonas sp. ArH3a	2862945	species	6774179	1	0	0.0
Kosakonia phage 305	2863193	leaf	174783	1	0	0.0
Kosakonia phage Kc263	2863194	leaf	253740	1	0	0.0
Trabala vishnou gigantina nucleopolyhedrovirus	2863583	leaf	165657	5	3	0.0
Chryseobacterium sp. LJ668	2864040	species	3469496	16	10	0.0
Pseudomonas sp. So3.2b	2864101	species	6167549	2	0	0.0
Pseudochrobactrum sp. Wa41.01b-1	2864102	species	3474351	6	1	0.0
Microbacterium sp. Se5.02b	2864103	species	4083922	2	0	0.0
Aureispira anguillae	2864201	species	7793157	25	22	0.0
Shewanella sp. FJAT-52076	2864202	species	4329931	2	0	0.0
Shewanella aegiceratis	2864203	species	4513739	5	1	0.0
Shewanella halotolerans	2864204	species	4661557	3	1	0.0
Shewanella spartinae	2864205	species	4619816	4	1	0.0
Shewanella psychrotolerans	2864206	species	4368735	5	1	0.0
Shewanella rhizosphaerae	2864207	species	4578721	4	1	0.0
Shewanella mesophila	2864208	species	4323583	3	2	0.0
Shewanella alkalitolerans	2864209	species	4526391	6	2	0.0
Shewanella sp. FJAT-51649	2864210	species	4833526	2	2	0.0
Shewanella acanthi	2864212	species	4133651	3	3	0.0
Shewanella zhangzhouensis	2864213	species	4513856	4	1	0.0
Candidatus Profftia sp. (ex Adelges kitamiensis)	2864218	species	1185617	43	32	0.0
Nocardiopsis sp. MT53	2865672	species	7395843	9	0	0.0
Streptomyces akebiae	2865673	species	10549378	8	4	0.0
Escherichia phage vB_EcoP-CHD5UKE1	2865805	leaf	77359	1	0	0.0
Pseudonocardia sp. DSM 110487	2865833	species	10329491	1	0	0.0
Mesorhizobium sp. AR02	2865837	species	8909615	4	1	0.0
Mesorhizobium sp. AR10	2865839	species	6878227	1	0	0.0
Deefgea tanakiae	2865840	species	3557673	32	26	0.0
Actomonas aquatica	2866162	species	6109182	1	1	0.0
Bradyrhizobium sp. ISRA426	2866191	species	8569708	5	0	0.0
Bradyrhizobium sp. ISRA430	2866192	species	8564906	5	0	0.0
Bradyrhizobium sp. ISRA432	2866193	species	8569449	5	0	0.0
Bradyrhizobium sp. ISRA463	2866199	species	8463285	3	0	0.0
Bradyrhizobium sp. ISRA464	2866200	species	8462457	3	0	0.0
Halomonas qaidamensis	2866211	species	3818310	1	1	0.0
Pseudomonas sp. S11A 273	2866277	species	5662674	1	0	0.0
Pseudomonas sp. S07E 245	2866278	species	5379044	1	1	0.0
Roseibium porphyridii	2866279	species	5942770	3	0	0.0
Ruficoccus sp. ZRK36	2866311	species	3759138	1	0	0.0
Halanaeroarchaeum sp. HSR-CO	2866382	species	2787690	1	1	0.0
Thermococcus argininiproducens	2866384	species	1946248	3	2	0.0
Aggregatibacter sp. Marseille-P9115	2866570	species	2071265	2	0	0.0
Cardiobacterium sp. Marseille-Q4385	2866573	species	2627365	2	0	0.0
Pseudomonas sp. 2hn	2866626	species	5901931	1	0	0.0
Hydrogenibacillus sp. N12	2866627	species	2659005	2	1	0.0
Diaphorobacter sp. MNS-0	2866628	species	3997592	3	2	0.0
Streptomyces sp. BHT-5-2	2866715	species	9126195	3	1	0.0
Pseudomonas sp. MM213	2866807	species	6746355	2	1	0.0
Pseudomonas sp. MM211	2866808	species	5281862	2	2	0.0
Paenibacillus sp. PSB04	2866810	species	7323761	5	3	0.0
Mycobacterium sp. IDR2000157661	2867005	species	5171893	3	3	0.0
Aliiroseovarius sp. M344	2867010	species	3389549	2	1	0.0
Jannaschia sp. W003	2867012	species	3422038	2	1	0.0
Leisingera sp. M527	2867014	species	5142735	1	0	0.0
Leisingera sp. M658	2867015	species	4890622	1	1	0.0
Leisingera sp. S132	2867016	species	4686151	4	2	0.0
Ruegeria sp. B32	2867020	species	3920310	1	0	0.0
Sulfitobacter sp. S190	2867022	species	3966771	2	1	0.0
Sulfitobacter sp. W002	2867024	species	3707314	1	0	0.0
Sulfitobacter sp. W027	2867025	species	4147109	3	3	0.0
Sulfitobacter sp. W074	2867026	species	3976848	1	0	0.0
Pseudomonas phytophila	2867264	species	6550644	19	9	0.0
Pseudomonas sp. 3-2	2867408	species	6441476	2	1	0.0
Streptomyces profundus	2867410	species	7653710	5	2	0.0
Fusarium oxysporum alternavirus 1	2867550	leaf	10379	1	1	0.0
Erwinia phage pEa_SNUABM_2	2869547	leaf	265442	1	1	0.0
Erwinia phage AH04	2869569	leaf	262639	1	1	0.0
Enterobacter sp. C2	2870346	species	4258836	2	2	0.0
limnipivirus B1	2870354	leaf	7697	1	0	0.0
anativirus A1	2870363	leaf	8289	3	1	0.0
Methanobrevibacter sp. TLL-48-HuF1	2870563	species	1951395	13	4	0.0
Pseudomonas sp. CYM-20-01	2870750	species	6687537	4	1	0.0
Flavobacterium agricola	2870839	species	2711696	15	9	0.0
Pseudomonas sp. DR208	2870840	species	6273349	5	0	0.0
Pseudomonas sp. DNDY-54	2870860	species	4412895	2	0	0.0
Pseudomonas sp. DR48	2871095	species	7251677	1	1	0.0
Flavobacterium sp. CHNK8	2871165	species	3424871	15	10	0.0
Cellulomonas sp. C5510	2871170	species	4150393	1	0	0.0
Stenotrophomonas sp. DR822	2871174	species	4455911	1	1	0.0
Paenibacillus sp. DR312	2871175	species	7299545	6	0	0.0
Streptomyces sp. A144	2871487	species	8262828	2	1	0.0
Pseudomonas sp. SC3(2021)	2871493	species	6255857	1	0	0.0
Acinetobacter sp. AS23	2871688	species	4037380	6	2	0.0
Natrinema sp. SYSU A 869	2871694	species	5674674	4	2	0.0
Symbiopectobacterium purcellii	2871826	species	4942431	78	26	0.0
Nocardioides coralli	2872154	species	3527132	1	0	0.0
Grimontia kaedaensis	2872157	species	5519219	3	3	0.0
Caenibius sp. WL	2872646	species	3491470	1	1	0.0
Mixta hanseatica	2872648	species	4444806	8	4	0.0
Sphingomonas nostoxanthinifaciens	2872652	species	4298284	2	1	0.0
